brand,model,model_variant,manufacturer_sku,product_range,accessory_type,compatibility_status,hitch_mounting_points,hitches_needed,hitch_skus,hitch_pack_type,bracket_mounting_points,brackets_needed,bracket_skus,wall_mounts,wall_mount_skus,hitches_section_raw,brackets_section_raw,wall_mounts_section_raw,other_details,pocket_guide_url,logo_file,logo_url,full_details
23ZERO,23ZERO FALCON 270,23Zero FALCON 270,,XD Products,Awnings,compatible,3,9001 - XD Hitch (TRIPLE),9001,Triple,3,9101 - XD Adjustable Brackets Short (TRIPLE)*; OR | 9105 - XD Side Twist Bracket Short Foot (TRIPLE)* | 9103 - XD Adjustable Brackets Long (TRIPLE)*; OR | 9107 - XD Side Twist Bracket Long Foot (TRIPLE)*,9101|9103|9105|9107,9010 - XD Wall Mounts+ | 9011 - XD Lockable Wall Mounts+,9010|9011,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			3

Hitches Needed:
- 9001 - XD Hitch (TRIPLE)","(OPTIONAL)

Mounting Points: 		3

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9101 – XD Adjustable Brackets Short (TRIPLE)*; OR
- 9105 – XD Side Twist Bracket Short Foot (TRIPLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9103 – XD Adjustable Brackets Long (TRIPLE)*; OR
- 9107 – XD Side Twist Bracket Long Foot (TRIPLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			3

Hitches Needed:
- 9001 - XD Hitch (TRIPLE)
 
BRACKETS
(OPTIONAL)

Mounting Points: 		3

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9101 – XD Adjustable Brackets Short (TRIPLE)*; OR
- 9105 – XD Side Twist Bracket Short Foot (TRIPLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9103 – XD Adjustable Brackets Long (TRIPLE)*; OR
- 9107 – XD Side Twist Bracket Long Foot (TRIPLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
23ZERO,23ZERO OSPREY,23ZERO OSPREY,,XD Products,Awnings,compatible,2,9000 - XD Hitch (DOUBLE)*,9000,Double|Triple,2,9100 - XD Adjustable Brackets Short (DOUBLE)*; OR | 9104 - XD Side Twist Bracket Short Foot (DOUBLE)* | 9102 - XD Adjustable Brackets Long (DOUBLE)*; OR | 9106 - XD Side Twist Bracket Long Foot (DOUBLE)*,9100|9102|9104|9106,9010 - XD Wall Mounts+ | 9011 - XD Lockable Wall Mounts+,9010|9011,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 9000 – XD Hitch (DOUBLE)* 

*NOTE: will also work with the triple version.","(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9100 – XD Adjustable Brackets Short (DOUBLE)*; OR
- 9104 – XD Side Twist Bracket Short Foot (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9102 – XD Adjustable Brackets Long (DOUBLE)*; OR
- 9106 – XD Side Twist Bracket Long Foot (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 9000 – XD Hitch (DOUBLE)* 

*NOTE: will also work with the triple version.

BRACKETS
(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9100 – XD Adjustable Brackets Short (DOUBLE)*; OR
- 9104 – XD Side Twist Bracket Short Foot (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9102 – XD Adjustable Brackets Long (DOUBLE)*; OR
- 9106 – XD Side Twist Bracket Long Foot (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
23ZERO,23ZERO PEREGRINE 270,23Zero PEREGRINE 270,,XD Products,Awnings,compatible,3,9001 - XD Hitch (TRIPLE),9001,Triple,3,9101 - XD Adjustable Brackets Short (TRIPLE)*; OR | 9105 - XD Side Twist Bracket Short Foot (TRIPLE)* | 9103 - XD Adjustable Brackets Long (TRIPLE)*; OR | 9107 - XD Side Twist Bracket Long Foot (TRIPLE)*,9101|9103|9105|9107,9010 - XD Wall Mounts+ | 9011 - XD Lockable Wall Mounts+,9010|9011,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			3

Hitches Needed:
- 9001 - XD Hitch (TRIPLE)","(OPTIONAL)

Mounting Points: 		3

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9101 – XD Adjustable Brackets Short (TRIPLE)*; OR
- 9105 – XD Side Twist Bracket Short Foot (TRIPLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9103 – XD Adjustable Brackets Long (TRIPLE)*; OR
- 9107 – XD Side Twist Bracket Long Foot (TRIPLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			3

Hitches Needed:
- 9001 - XD Hitch (TRIPLE)
 
BRACKETS
(OPTIONAL)

Mounting Points: 		3

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9101 – XD Adjustable Brackets Short (TRIPLE)*; OR
- 9105 – XD Side Twist Bracket Short Foot (TRIPLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9103 – XD Adjustable Brackets Long (TRIPLE)*; OR
- 9107 – XD Side Twist Bracket Long Foot (TRIPLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
23ZERO,23ZERO RAVEN 2000,23Zero RAVEN 200,,HD Products,Awnings,compatible,2,8159 - HD Hitch Standard*,8159,Triple|Standard,2,8300 - HD L50 L Brackets (DOUBLE)*; OR | 8304 - HD Adjustable Brackets Short (DOUBLE)* | 8300 - HD L50 L Brackets (DOUBLE)*; OR | 8306 - HD Adjustable Brackets Long (DOUBLE)*,8300|8304|8306,8160 - HD Wall Mounts+ | 8161 - HD Lockable Wall Mounts+,8160|8161,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.","(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.
BRACKETS
(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
23ZERO,23ZERO RAVEN 2500,23ZERO RAVEN 2500,,HD Products,Awnings,compatible,2,8159 - HD Hitch Standard*,8159,Triple|Standard,2,8300 - HD L50 L Brackets (DOUBLE)*; OR | 8304 - HD Adjustable Brackets Short (DOUBLE)* | 8300 - HD L50 L Brackets (DOUBLE)*; OR | 8306 - HD Adjustable Brackets Long (DOUBLE)*,8300|8304|8306,8160 - HD Wall Mounts+ | 8161 - HD Lockable Wall Mounts+,8160|8161,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.","(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.
BRACKETS
(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
23ZERO,23ZERO SHOWER TENT,23Zero SHOWER TENT,,HD Products,Shower Tents,compatible,2,8159 - HD Hitch Standard*,8159,Triple|Standard,2,8300 - HD L50 L Brackets (DOUBLE)*; OR | 8304 - HD Adjustable Brackets Short (DOUBLE)* | 8300 - HD L50 L Brackets (DOUBLE)*; OR | 8306 - HD Adjustable Brackets Long (DOUBLE)*,8300|8304|8306,8160 - HD Wall Mounts+ | 8161 - HD Lockable Wall Mounts+,8160|8161,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.","(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014J_-_23Zero_Rev_1_October_2023.pdf?v=1697611333,home-sq-23zero.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/lE_3lfe3Nu5TcG45DVEFrg/IS0iYINZLGJyqQb_d907-28sRSGGbFLGHj3GxB9cGaeOgWZEwway9K3JfcD2--jyuu9ChkU-WfYbHD_sETx-hX8HJiyCnjFDjtKcNDPRnCnpyHsod6o2FRiSXIhU_BEg5euAAOa13JzUmRBFqrC_b5NgokDDtD2evaMA__fVm0w/UB4NK2rPtW97qoOP1LEGPjB-WpwXv87YWKxoxjrlAms,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 8159 – HD Hitch Standard* 

*NOTE: will also work with the triple version.
BRACKETS
(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 23ZERO® WILL WORK WITH THE HD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8304 – HD Adjustable Brackets Short (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 8300 – HD L50 L Brackets (DOUBLE)*; OR
- 8306 – HD Adjustable Brackets Long (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 8160 – HD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 8161 – HD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
30 SECOND,"30 SECOND STORMCHASER
(2.7m passenger side)",30 SECOND STORMCHASER - 2.7m (passenger side),,XD Products,Awnings,compatible,2,9000 - XD Hitch (DOUBLE)* | 9114 - XD Multi-Awn Adaptor (DOUBLE),9000|9114,Double|Triple,2,9100 - XD Adjustable Brackets Short (DOUBLE)*; OR | 9104 - XD Side Twist Bracket Short Foot (DOUBLE)* | 9102 - XD Adjustable Brackets Long (DOUBLE)*; OR | 9106 - XD Side Twist Bracket Long Foot (DOUBLE)*,9100|9102|9104|9106,9010 - XD Wall Mounts+ | 9011 - XD Lockable Wall Mounts+,9010|9011,"(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 9000 – XD Hitch (DOUBLE)*

Adaptor Needed:
- 9114 – XD Multi-Awn Adaptor (DOUBLE)

*NOTE: will also work with the triple version.","(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 30SECOND® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9100 – XD Adjustable Brackets Short (DOUBLE)*; OR
- 9104 – XD Side Twist Bracket Short Foot (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9102 – XD Adjustable Brackets Long (DOUBLE)*; OR
- 9106 – XD Side Twist Bracket Long Foot (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.","(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY.",,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014L_-_30_Second_Rev_3_October_2023.pdf?v=1697611332,home-sq-30second.png,https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/38Fy0NsEgS8P0uHnk5gIlg/kcOfGh9f3Tm0uOoyftzBiP5PM2vHUWOInwjL1PDOCA1czrmjfeHMa4HFybuWR61jhTEqeLOy27k1Y8zIp9tHViWCvXqqQ_9o26yL8Q0w2Q_fhnKmlXXT57pVPxAoygMvqEBVTeszAxrKY0GtpS9npmexyfJLKXib-KPU70tj7cc/heOu6PZ_VjZGzJ87P9pfNhBvEIVAJwzp-MJLltjAoPg,"HITCHES
(Required Minimum For FAST ON, FAST OFF!)

Mounting Points:			2

Hitches Needed:
- 9000 – XD Hitch (DOUBLE)*

Adaptor Needed:
- 9114 – XD Multi-Awn Adaptor (DOUBLE)

*NOTE: will also work with the triple version.
BRACKETS
(OPTIONAL)

Mounting Points: 		2

SUPPLIED BRACKETS FROM 30SECOND® WILL WORK WITH THE XD HITCH RANGE.

Brackets Needed:

FOR BARS OR PLATFORM STYLES WITH TRANSVERSE SLATS (WITH NO PERIMETER LIP):

- 9100 – XD Adjustable Brackets Short (DOUBLE)*; OR
- 9104 – XD Side Twist Bracket Short Foot (DOUBLE)*

FOR PLATFORM STYLES WITH LONGITUDINAL SLATS (WITH NO PERIMETER LIP):

- 9102 – XD Adjustable Brackets Long (DOUBLE)*; OR
- 9106 – XD Side Twist Bracket Long Foot (DOUBLE)*

*Roof racks with perimeter lips require packers to fit RacksBrax brackets (sold separately). Refer to roof rack guide for more information on racks with perimeter lips.

WALL MOUNTS
(OPTIONAL)

Benefits: Allows you to remove your roof rack accessory from your vehicle so that it can be fixed to a wall when not in use.

SECURED LOCATION (e.g. locked garages, workshop walls):
- 9010 – XD Wall Mounts+

UNSECURED LOCATION (e.g. open carports, public or shared garage areas):
- 9011 – XD Lockable Wall Mounts+

+NOTE: You cannot use Wall Mounts to mount anything to the vehicle – these are for static wall use ONLY."
